lake,state
Yellow Lake,Montana
Yellow Water Reservoir,Montana
Yellowstone Lake,Montana
York Reservoir,Montana
Young Man Lake,Montana
Your Name Reservoir,Montana
Z Lake,Montana
Zempel Lake,Montana
Ziegler Reservoir,Montana
Zimmer Lake,Montana
Ackley Lake,Nebraska
Adams Lake,Nebraska
Adams Reservoir,Nebraska
Albrecht Lake,Nebraska
Alcorn Reservoir,Nebraska
Aldrich Reservoir,Nebraska
Alexandria Reservoir,Nebraska
Alkali Lake,Nebraska
Alkali Pond,Nebraska
Allyn Reservoir,Nebraska
Anderson Lake,Nebraska
Andys Lake,Nebraska
Antelope Creek Reservoir 60-A,Nebraska
Aowa Creek Reservoir 12-8,Nebraska
Aowa Creek Reservoir 32-4A,Nebraska
Armstrong Lake,Nebraska
Arnold Lake,Nebraska
Arrow Head Lake,Nebraska
Arrowhead Lake,Nebraska
Arterburn Reservoir,Nebraska
Ashburger Lake,Nebraska
Atkinson Reservoir,Nebraska
Auker Lake,Nebraska
Badger Lake,Nebraska
Bakers Lake,Nebraska
Bald Lake,Nebraska
Baldwin Reservoir,Nebraska
Bartlet Reservoir,Nebraska
Bartos Reservoir,Nebraska
Base Lake,Nebraska
Bauman Reservoir,Nebraska
Bean Creek Reservoir 5-5,Nebraska
Bean Creek Reservoir 5-6,Nebraska
Bean Lake,Nebraska
Bean Soup Lake,Nebraska
Bear Creek Reservoir 2-1,Nebraska
Bear Creek Reservoir 2-A,Nebraska
Bear Creek Reservoir 2-B,Nebraska
Bear Creek Reservoir 6-2,Nebraska
Bear Creek Reservoir 6-3,Nebraska
Bear Creek Reservoir 6-B,Nebraska
Bear Creek Reservoir 7-B,Nebraska
Bear Creek Reservoir 7-C,Nebraska
Bear Creek Reservoir 7-D,Nebraska
Bear Creek Reservoir 7-E,Nebraska
Bear Creek Reservoir 7-G,Nebraska
Bear Creek Reservoir 7-J,Nebraska
Bear Creek Reservoir 8-B,Nebraska
Bear Creek Reservoir 8-C,Nebraska
Beasley Reservoir,Nebraska
Beaver Lake,Nebraska
Beck Lake,Nebraska
Becker Reservoir Number 2,Nebraska
Belle Lake,Nebraska
Bellwood Lake,Nebraska
Bellwood Reservoir 3-B,Nebraska
Bellwood Reservoir 3-C,Nebraska
Bellwood Reservoir 4-K,Nebraska
Bellwood Reservoir 4-L,Nebraska
Bellwood Reservoir 5-G,Nebraska
Bellwood Reservoir 5-H,Nebraska
Bellwood Reservoir 5-J,Nebraska
Bellwood Reservoir 5-K,Nebraska
Bennett Lake,Nebraska
Bennett Reservoir,Nebraska
Berck Reservoir,Nebraska
Bergmeier Reservoir Number 2,Nebraska
Berry Lake,Nebraska
Big Alkali Lake,Nebraska
Big Buck Lake,Nebraska
Big Dad Lake,Nebraska
Big Indian Creek Reservoir 10-A,Nebraska
Big Indian Creek Reservoir 11-A,Nebraska
Big Indian Creek Reservoir 12-1,Nebraska
Big Indian Creek Reservoir 13-B,Nebraska
Big Indian Creek Reservoir 13-C,Nebraska
Big Indian Creek Reservoir 14-A,Nebraska
Big Indian Creek Reservoir 14-B,Nebraska
Big Indian Creek Reservoir 16-B,Nebraska
Big Indian Creek Reservoir 17-A,Nebraska
Big Indian Creek Reservoir 17-B,Nebraska
Big Indian Creek Reservoir 2-A,Nebraska
Big Indian Creek Reservoir 2-B,Nebraska
Big Indian Creek Reservoir 5-A,Nebraska
Big Indian Creek Reservoir 5-D,Nebraska
Big Indian Creek Reservoir 5-E,Nebraska
Big Indian Creek Reservoir 5-F,Nebraska
Big Indian Creek Reservoir 6-B,Nebraska
Big Indian Creek Reservoir 6-E,Nebraska
Big Indian Creek Reservoir 6-F,Nebraska
Big Indian Creek Reservoir 6-G,Nebraska
Big Indian Creek Reservoir 7-A,Nebraska
Big Indian Creek Reservoir 7-B,Nebraska
Big Indian Creek Reservoir 8-B,Nebraska
Big Indian Creek Reservoir 8-E,Nebraska
Big Indian Creek Reservoir 8-F,Nebraska
Big Indian Creek Reservoir 8-G,Nebraska
Big Indian Creek Reservoir 9-B,Nebraska
Big Indian Greek Reservoir 12-A,Nebraska
Big Lake,Nebraska
Big Nemaha Reservoir 11-A,Nebraska
Big Nemaha Reservoir 6-4,Nebraska
Big Nemaha Reservoir G-18,Nebraska
Billys Lake,Nebraska
Biltoft Reservoir,Nebraska
Birdwood Lake,Nebraska
Black Lake,Nebraska
Black Steer Lake,Nebraska
Blackstone Reservoir,Nebraska
Block Reservoir,Nebraska
Blohm Reservoir,Nebraska
Blue Crane Lake,Nebraska
Blue Hole East Lake,Nebraska
Blue Lake,Nebraska
Blue River Lodge Reservoir,Nebraska
Blue Stem Lake,Nebraska
Bluebaker Lake,Nebraska
Blyburg Lake,Nebraska
Bobtail Lake,Nebraska
Boesiger Reservoir,Nebraska
Bornemann Lake,Nebraska
Bos Lake,Nebraska
Bossung Lake,Nebraska
Bostelman Reservoir,Nebraska
Bower Lake,Nebraska
Bowling Lake,Nebraska
Bowman-Spring Branch Reservoir 2,Nebraska
Bowman-Spring Branch Reservoir 3,Nebraska
Box Butte Reservoir,Nebraska
Box Lake,Nebraska
Boyd Pond,Nebraska
Boys Town Reservoir Number 1,Nebraska
Boys Town Reservoir Number 3,Nebraska
Bracht Reservoir,Nebraska
Bradley North Reservoir,Nebraska
Branched Oak Lake,Nebraska
Brandt Reservoir,Nebraska
Brashear Group Reservoir,Nebraska
Braunsweiger Lake,Nebraska
Bray Lake,Nebraska
Breman Lake,Nebraska
Brewer Lake,Nebraska
Brezina Reservoir,Nebraska
Bricker Lakes,Nebraska
Bristol Lake,Nebraska
Britton Lake,Nebraska
Brown Lake,Nebraska
Brown Reservoir,Nebraska
Brownell Creek Reservoir 11-A,Nebraska
Brownell Creek Reservoir 12-3,Nebraska
Brownell Creek Reservoir 13-6,Nebraska
Brownell Creek Reservoir 16-A,Nebraska
Bruner Lake,Nebraska
Brush Creek Reservoir,Nebraska
Brush Lake,Nebraska
Buckley Creek Reservoir 3-A,Nebraska
Buckley Creek Reservoir 3-C,Nebraska
Buckley Creek Reservoir 3-D,Nebraska
Buckley Creek Reservoir 3-F,Nebraska
Buckley Creek Reservoir 4-A,Nebraska
Buckley Creek Reservoir 4-B,Nebraska
Bull Lake,Nebraska
Bunger Lake,Nebraska
Bunner Lake,Nebraska
Burchard Lake,Nebraska
Burr Lake,Nebraska
Burton Lake,Nebraska
Butch Lake,Nebraska
Butler County Reservoir 63-A,Nebraska
Butler County Reservoir 67-A,Nebraska
Calamus Reservoir,Nebraska
Calkin Lake,Nebraska
Callan Lake,Nebraska
Cameron Lake,Nebraska
Cameron Reservoir,Nebraska
Camp Lake,Nebraska
Campbell Lake,Nebraska
Campbell Reservoir,Nebraska
Candlewood Reservoir,Nebraska
Cane Lake,Nebraska
Card Lake,Nebraska
Carey Lake,Nebraska
Carlisle Lake,Nebraska
Carmichael Lake,Nebraska
Carnes Lake,Nebraska
Carothers Lake,Nebraska
Carp Lake,Nebraska
Carpenter Lake,Nebraska
Carr Lake,Nebraska
Carrico Lakes,Nebraska
Carter P Johnson Reservoir,Nebraska
Carver Lake,Nebraska
Cash Lake,Nebraska
Castle Lake,Nebraska
Cat Lake,Nebraska
Cedar Creek Reservoir 9-A,Nebraska
Cedar Creek Reservoir 9-B,Nebraska
Cedar Creek Reservoir 9-C,Nebraska
Cedar Creek Reservoir 9-D,Nebraska
Cedar Creek Reservoir 9-E,Nebraska
Cedar Lake,Nebraska
Cedar Lakes,Nebraska
Center Lake,Nebraska
Central Midway Lake,Nebraska
Chadron Reservoir,Nebraska
Chadron Reservoir Number 2,Nebraska
Chain Lake,Nebraska
Chain Lakes,Nebraska
Chain of Lakes,Nebraska
Chappell Lake,Nebraska
Charleys Lake,Nebraska
Chase Hoppe Reservoir 9-A,Nebraska
Chicken Lake,Nebraska
Chokecherry Lake,Nebraska
Christ Lake,Nebraska
Church Lake,Nebraska
Clapp Reservoir,Nebraska
Clapper Lake,Nebraska
Clark Lake,Nebraska
Clatonia Creek Reservoir 2-A,Nebraska
Clatonia Creek Reservoir 2-B,Nebraska
Clatonia Creek Reservoir 3-A,Nebraska
Clatonia Creek Reservoir 6-A,Nebraska
Clatonia Creek Reservoir 7-A,Nebraska
Clatonia Creek Reservoir 8-D,Nebraska
Claw Hammer Lake,Nebraska
Clear Lake,Nebraska
Cline Reservoir,Nebraska
Clough Lake,Nebraska
Clubhouse Lake,Nebraska
Coble Reservoir,Nebraska
Cochran Lake,Nebraska
Cody Lake,Nebraska
Coffee Lake,Nebraska
Cogill Lake,Nebraska
Coleman Lake,Nebraska
Coleman Pond,Nebraska
Coleman Reservoir Number 2,Nebraska
Collier Lake,Nebraska
Conestoga Lake,Nebraska
Conley Lake,Nebraska
Conway Lake,Nebraska
Cook Lake,Nebraska
Cook Middle Reservoir,Nebraska
Cook NW Reservoir,Nebraska
Cook SE Reservoir,Nebraska
Copper Penny Lake,Nebraska
Cotton Lake,Nebraska
Cottonmill Lake,Nebraska
Cottonwood Creek Reservoir 23-A,Nebraska
Cottonwood Creek Reservoir 32-A,Nebraska
Cottonwood Creek Reservoir 41-A,Nebraska
Cottonwood Creek Reservoir 42-A,Nebraska
Cottonwood Creek Reservoir 6-B,Nebraska
Cottonwood Creek Reservoir 6-C,Nebraska
Cottonwood Creek Reservoir 6-D,Nebraska
Cottonwood Creek Reservoir 6-E,Nebraska
Cottonwood Creek Reservoir 8-D,Nebraska
Cottonwood Lake,Nebraska
Cow Lake,Nebraska
Cox Reservoir Number 1,Nebraska
Coyote Lake,Nebraska
Cozad Lake,Nebraska
Crane Lake,Nebraska
Cravath Lake,Nebraska
Crescent Lake,Nebraska
Cricket Lake,Nebraska
Cross Lake,Nebraska
Crowther Lake,Nebraska
Crystal Lake,Nebraska
Cub Creek Reservoir,Nebraska
Cub Creek Reservoir 10-A,Nebraska
Cub Creek Reservoir 10-C,Nebraska
Cub Creek Reservoir 12-A,Nebraska
Cub Creek Reservoir 12-C,Nebraska
Cub Creek Reservoir 12-D,Nebraska
Cub Creek Reservoir 13-C,Nebraska
Cub Creek Reservoir 13-D,Nebraska
Cub Creek Reservoir 14-A,Nebraska
Cub Creek Reservoir 14-C,Nebraska
Cub Creek Reservoir 15-B,Nebraska
Cub Creek Reservoir 16-B,Nebraska
Cub Creek Reservoir 17-A,Nebraska
Cub Creek Reservoir 17-B,Nebraska
Cub Creek Reservoir 17-C,Nebraska
Cub Creek Reservoir 8-B,Nebraska
Cub Creek Reservoir 8-C,Nebraska
Cub Creek Reservoir G-20,Nebraska
Cub Creek Reservoir G-6,Nebraska
Cullison Lake,Nebraska
Curry Lake,Nebraska
Curtiss Lake,Nebraska
D Briggs Lake,Nebraska
Dads Lake,Nebraska
Dahlheimer Reservoir,Nebraska
Davis Brothers Reservoir,Nebraska
Dead Cow Lake,Nebraska
Deer Lake,Nebraska
Dennis Lake,Nebraska
Detters Lake,Nebraska
Devils Punch Bowl Lake,Nebraska
Dewey Lake,Nebraska
Diamond Bar Lake,Nebraska
Diamond Lake,Nebraska
Diehl Lake,Nebraska
Dillie Lake,Nebraska
Dillings Lake,Nebraska
Dillmans Lake,Nebraska
Dimmitt Lake,Nebraska
Dipping Vat Lake,Nebraska
Dittmer Reservoir,Nebraska
Dodd Reservoir,Nebraska
Dolly Warden Lake,Nebraska
Dominick Lake,Nebraska
Dondlinger Reservoir,Nebraska
Dora Lake,Nebraska
Dorland Reservoir,Nebraska
Dout Reservoir Number 1,Nebraska
Downing Lake,Nebraska
Driewer Reservoir,Nebraska
Drohman Reservoir,Nebraska
Drudik Reservoir,Nebraska
Dry Creek Reservoir 3-A,Nebraska
Dry Creek South Reservoir 1-D,Nebraska
Dry Creek South Reservoir 1-F,Nebraska
Dry Creek South Reservoir 3-A,Nebraska
Dry Lake,Nebraska
Dry Valley Lake,Nebraska
Duck Lake,Nebraska
Dudley Reservoir,Nebraska
Durbin Lake,Nebraska
E Kincaid Lake,Nebraska
Eagle Creek Reservoir,Nebraska
Eagle Lake,Nebraska
Eagles Lake,Nebraska
Eason Lake,Nebraska
East Hershey Lake,Nebraska
East Kinney Lake,Nebraska
East Lake,Nebraska
East Midway Lake,Nebraska
East Sutherland Lake,Nebraska
East Twin Lake,Nebraska
East Valley Lake,Nebraska
Ebbers Reservoir Number 1,Nebraska
Eggers Reservoir,Nebraska
Ehlers Reservoir,Nebraska
Eldred Lake,Nebraska
Elk Lake,Nebraska
Ell Lake,Nebraska
Elsner Reservoir Number 1,Nebraska
Elsner Reservoir Number 2,Nebraska
Elwood Reservoir,Nebraska
Ely Reservoir,Nebraska
Enders Lake,Nebraska
Enders Marsh,Nebraska
Enders Reservoir,Nebraska
Ericson Reservoir,Nebraska
Essman Reservoir,Nebraska
Eutsler Reservoir,Nebraska
Evy Lake,Nebraska
Fanning Reservoir,Nebraska
Fargo Reservoir,Nebraska
Farmers Lake,Nebraska
Farwell South Reservoir,Nebraska
Fawn Lake,Nebraska
Fender Lake,Nebraska
Fenner Lakes,Nebraska
Fharenholtz Reservoir,Nebraska
Finnegan Lake,Nebraska
Fischer Reservoir,Nebraska
Fish Hatchery Lake,Nebraska
Fish Lake,Nebraska
Flader Reservoir,Nebraska
Flobert Springs Reservoir,Nebraska
Flowing Well Lake,Nebraska
Floyd Lake,Nebraska
Folsom Lake,Nebraska
Foster Lake,Nebraska
Fox Lake,Nebraska
Frank Reservoir,Nebraska
Frazier Lake,Nebraska
Freese Reservoir,Nebraska
Fremont Lake,Nebraska
Fries Reservoir,Nebraska
Friesen Reservoir,Nebraska
Frye Lake,Nebraska
Funk Reservoir,Nebraska
Gaff Lake,Nebraska
Galdon Lake,Nebraska
Gardner Reservoir,Nebraska
Gaunt Lake,Nebraska
Gay Lake,Nebraska
Gdowski Reservoir,Nebraska
Gebauer Lake,Nebraska
Gem Lake,Nebraska
George Lake,Nebraska
Gering Valley G Upper Reservoir,Nebraska
Gering Valley Reservoir B,Nebraska
Gering Valley Reservoir C,Nebraska
Gering Valley Reservoir D,Nebraska
Gering Valley Reservoir F,Nebraska
Germer Reservoir Number 1,Nebraska
Gillet Lake,Nebraska
Gimlet Lake,Nebraska
Glaeseman Reservoir,Nebraska
Glenn Cunningham Reservoir,Nebraska
Goedeken Reservoir,Nebraska
Gold Lake,Nebraska
Goldeneye Lake,Nebraska
Golding Reservoir,Nebraska
Goose Lake,Nebraska
Gorr Reservoir Number 3,Nebraska
Grade Stabilization Reservoir 2-1,Nebraska
Granning Lake,Nebraska
Green Lake,Nebraska
Gregg Lake,Nebraska
Grevson Reservoir,Nebraska
Grove Lake,Nebraska
Groves Lake,Nebraska
Grubny Lake,Nebraska
Gus Lake,Nebraska
H Lotspeich Lake,Nebraska
Haake Reservoir,Nebraska
Hackberry Lake,Nebraska
Haeker Reservoir,Nebraska
Haines Lake,Nebraska
Hancock Lake,Nebraska
Hanneman Reservoir,Nebraska
Hansen Reservoir,Nebraska
Hanthorn Lake,Nebraska
Harlan County Lake,Nebraska
Harlan Reservoir,Nebraska
Harris Lake,Nebraska
Harry Strunk Lake,Nebraska
Hart Lake,Nebraska
Hasselbach Reservoir,Nebraska
Hay Lake,Nebraska
Hayes Center Special Use Reservoir,Nebraska
Hayford Lake,Nebraska
Haythorn Lake,Nebraska
Heath Lake,Nebraska
Heaton Reservoir,Nebraska
Hebbert Lake,Nebraska
Hebron Reservoir,Nebraska
Hedgefield Reservoir,Nebraska
Henry Rood Reservoir B-3,Nebraska
Herkimer Lake,Nebraska
Herman Lake,Nebraska
Hershey Lake,Nebraska
Heskett Lake,Nebraska
Hessey Lake,Nebraska
Heusman Reservoir,Nebraska
Hibbler Lake,Nebraska
Hiers Lakes,Nebraska
Hilger Reservoir,Nebraska
Hill Lake,Nebraska
Hills Lake,Nebraska
Hinrichs Reservoir,Nebraska
Hitchcock Reservoir Number 3,Nebraska
Hoelting Reservoir,Nebraska
Hofeld Lake,Nebraska
Hoffmeister Reservoir,Nebraska
Hofts Reservoir,Nebraska
Holmes Lake,Nebraska
Holst Lake,Nebraska
Home Lake,Nebraska
Home Valley Lake,Nebraska
Homestead Lake,Nebraska
Hornburger Lake,Nebraska
Horse Lake,Nebraska
Horseshoe Bend Lake,Nebraska
Horseshoe Lake,Nebraska
Houtwed Reservoir,Nebraska
Howart Lakes,Nebraska
Hubl Reservoir,Nebraska
Hudson Lake,Nebraska
Hueske Reservoir,Nebraska
Hugh Butler Lake,Nebraska
Hughes Lakes,Nebraska
Hulbert Lake,Nebraska
Hull Lake,Nebraska
Humpert Lake,Nebraska
Huneke Reservoir,Nebraska
Hupp Lake,Nebraska
Indian Creek Reservoir 11-A,Nebraska
Indian Creek Reservoir 12-A,Nebraska
Indian Creek Reservoir 16-A,Nebraska
Indian Creek Reservoir 1-A,Nebraska
Indian Creek Reservoir 1-D,Nebraska
Indian Creek Reservoir 2-A,Nebraska
Indian Creek Reservoir 3-A,Nebraska
Indian Creek Reservoir 3-B,Nebraska
Indian Creek Reservoir 3-C,Nebraska
Indian Creek Reservoir 5-7,Nebraska
Indian Creek Reservoir 5-A,Nebraska
Indian Creek Reservoir 6-C,Nebraska
Indian Creek Reservoir 6-D,Nebraska
Indian Creek Reservoir 7-A,Nebraska
Indian Creek Reservoir 9-C,Nebraska
Indian Creek Reservoir 9-D,Nebraska
Indian Lake,Nebraska
Isham Reservoir,Nebraska
Island Lake,Nebraska
Jack Lake,Nebraska
Jack Rabbit Lake,Nebraska
Jackson Lake,Nebraska
Jacobs Lake,Nebraska
Jacobs Waste Treatment Reservoir,Nebraska
Jagels Reservoir,Nebraska
Jameson Reservoir,Nebraska
Jefford Lake,Nebraska
Jeffrey Reservoir,Nebraska
Jennings Lake,Nebraska
Jennings Reservoir,Nebraska
Jensen Lake,Nebraska
Jensen Reservoir,Nebraska
Jerry Lake,Nebraska
Jess Lake,Nebraska
Jesse Lake,Nebraska
Jim Lake,Nebraska
Joe Lake,Nebraska
Johnson Creek Reservoir 22-A,Nebraska
Johnson Lake,Nebraska
Johnson Reservoir,Nebraska
Johnson Reservoir 3,Nebraska
Jones Lake,Nebraska
Jones Reservoir,Nebraska
Jordan Lake,Nebraska
K C Lake,Nebraska
Kaler Reservoir,Nebraska
Kanes Lake,Nebraska
Kaupp East Reservoir,Nebraska
Kaupp Reservoir Number 4,Nebraska
Kaupp Reservoir West,Nebraska
Kea Lake,Nebraska
Keller Lake,Nebraska
Kennedy Lake,Nebraska
Kern Lake,Nebraska
Kernan Lagoon,Nebraska
Keys Lake,Nebraska
Keystone Pond-Lake Ogallala,Nebraska
Killdeer Lake,Nebraska
Kilpatrick Diversion Reservoir,Nebraska
Kilpatrick Lake,Nebraska
Kilpatrick Reservoir 1,Nebraska
Kinney Lake,Nebraska
Klasna Reservoir,Nebraska
Klein Reservoir,Nebraska
Kleman Lake,Nebraska
Knox Lake,Nebraska
Kostal-Hawthorne Dam,Nebraska
Kotlarz Reservoir,Nebraska
Krause Lake,Nebraska
Krogh Reservoir,Nebraska
Krotter-Rice Reservoir,Nebraska
Krumpf Lake,Nebraska
Kuhns Reservoir,Nebraska
L E Ray Lake,Nebraska
Lake Alice,Nebraska
Lake Alice Number Two,Nebraska
Lake Arrowhead Reservoir,Nebraska
Lake Babcock-Lake North,Nebraska
Lake Clagus,Nebraska
Lake Crawford,Nebraska
Lake George,Nebraska
Lake Hastings,Nebraska
Lake Helen,Nebraska
Lake Kearney,Nebraska
Lake Maloney,Nebraska
Lake McAllister,Nebraska
Lake Minatare,Nebraska
Lake North,Nebraska
Lake Taormina,Nebraska
Lake Yankton,Nebraska
Lambs Lake,Nebraska
Lamplaugh Lake,Nebraska
Lampman Reservoir Number 1,Nebraska
Lane Lake,Nebraska
Langemeier Reservoir,Nebraska
Lanz Lake,Nebraska
Laverentz Reservoir,Nebraska
Lawyer Lake,Nebraska
Leach Lake,Nebraska
Lechtenberg-Lampman Reservoir,Nebraska
Legge Lake,Nebraska
Lehman Lake,Nebraska
Leisure Lake,Nebraska
Lesher Lake,Nebraska
Lewandowski Reservoir,Nebraska
Lewis Lake,Nebraska
Liebold Lake,Nebraska
Lily Lake,Nebraska
Linch Reservoir,Nebraska
Linke Lake,Nebraska
Lippencott Reservoir,Nebraska
Lippitt Reservoir,Nebraska
Litterel Reservoir,Nebraska
Little Alkali Lake,Nebraska
Little Buck Lake,Nebraska
Little Buckboard Lake,Nebraska
Little Coleman Lake,Nebraska
Little Dad Lake,Nebraska
Little Diamond Bar Lake,Nebraska
Little Hay Lake,Nebraska
Little Indian Creek Reservoir 13-A,Nebraska
Little Indian Creek Reservoir 15,Nebraska
Little Indian Creek Reservoir 3-D,Nebraska
Little Moon Lake,Nebraska
Little Nemaha River Reservoir 3-1,Nebraska
Little Red Reservoir,Nebraska
Little Skull Lake,Nebraska
Lizard Lake,Nebraska
Loes Lake,Nebraska
Log Cabin Lake,Nebraska
Lone Tree Lake,Nebraska
Lone Tree Reservoir,Nebraska
Lonergan Reservoir,Nebraska
Long Branch Reservoir Number 2,Nebraska
Long Branch Reservoir Number 3,Nebraska
Long Branch Reservoir Number 4,Nebraska
Long Branch Reservoir Number 71,Nebraska
Long Lake,Nebraska
Longfellow Lake,Nebraska
Loseke-Frese Reservoir,Nebraska
Lost Lake,Nebraska
Lothrop Reservoir,Nebraska
Louden Lake,Nebraska
Lovejoy Lake,Nebraska
Lower Harrison Lake,Nebraska
Lowes Lake,Nebraska
Lundell Reservoir,Nebraska
Lundy Reservoir,Nebraska
M B Big Nemaha Reservoir 9-C,Nebraska
M B Big Nemaha Reservoir 9-D,Nebraska
Madison Lake,Nebraska
Mallard Arm,Nebraska
Mallard Lake,Nebraska
Mar Lake,Nebraska
Marsh Lake,Nebraska
Martin Lake,Nebraska
Marty Lake,Nebraska
Marys Lake,Nebraska
Maskenthine Reservoir,Nebraska
Maverick Lake,Nebraska
Mayhew Lake,Nebraska
Mazour Reservoir,Nebraska
McAlister Lake,Nebraska
McCarthy Lake,Nebraska
McCarty Lake,Nebraska
McFall Lake,Nebraska
McKeel Lake,Nebraska
McKirahan Lake,Nebraska
McMeekin Reservoir,Nebraska
Meadow Lake,Nebraska
Meadow Lake Number 1,Nebraska
Mechoglan Lake,Nebraska
Medelmans Lake,Nebraska
Medicine Creek Reservoir 200,Nebraska
Medicine Creek Reservoir 370,Nebraska
Medicine Lake,Nebraska
Melis Lake,Nebraska
Melvin Lake,Nebraska
Mentink Reservoir,Nebraska
Merrill Lake,Nebraska
Merritt Lake,Nebraska
Meyer Lakes,Nebraska
Micanek Reservoir,Nebraska
Michaels Lake,Nebraska
Middle Lake,Nebraska
Middle Marsh Lake,Nebraska
Middle Osborne Lake,Nebraska
Midwestern Feeding Company Reservoir,Nebraska
Miles Lake,Nebraska
Mill Pond,Nebraska
Miller Lake,Nebraska
Miller Reservoir,Nebraska
Minnich Lake,Nebraska
Mission Creek Reservoir 3-A,Nebraska
Mission Creek Reservoir 6-3,Nebraska
Mission Creek Reservoir 6-A,Nebraska
Mission Creek Reservoir 6-B,Nebraska
